Name,Year,duration,Rating,Meta_score,Votes,Director,cast,Gross,genre
Slumdog Millionaire,2008,120,8.0,84.0,805269, Loveleen Tandan,"Dev Patel, Freida Pinto, Saurabh Shukla, Anil Kapoor",141.32,Drama
Black Swan,2010,108,8.0,79.0,707172,Darren Aronofsky,"Natalie Portman, Mila Kunis, Vincent Cassel, Winona Ryder",106.95,Drama
Tropa de Elite,2007,115,8.0,,98945, Padilha,"Wagner Moura, André Ramiro, Caio Junqueira, Milhem Cortaz",0.01,Action
The Avengers,2012,143,8.0,69.0,1275825,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner",623.28,Action
Persepolis,2007,96,8.0,90.0,89521, Marjane Satrapi,"Chiara Mastroianni, Catherine Deneuve, Gena Rowlands, Danielle Darrieux",4.45,Animation
Dallas Buyers Club,2013,117,8.0,80.0,448396,e,"Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn",27.3,Biography
The Pursuit of Happyness,2006,117,8.0,64.0,455692,Gabriele Muccino,"Will Smith, Thandiwe Newton, Jaden Smith, Brian Howe",163.57,Biography
Blood Diamond,2006,143,8.0,64.0,504955,Edward Zwick,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers",57.37,Adventure
The Bourne Ultimatum,2007,115,8.0,85.0,608030,Paul Greengrass,"Matt Damon, Edgar Ramírez, Joan Allen, Julia Stiles",227.47,Action
Bin-jip,2004,88,8.0,72.0,51393,duk,"Seung-Yun Lee, Hee Jae, Hyuk-ho Kwon, Jin-mo Joo",0.24,Crime
Sin City,2005,124,8.0,74.0,741342, Robert Rodriguez,"Mickey Rourke, Clive Owen, Bruce Willis, Jessica Alba",74.1,Crime
Le scaphandre et le papillon,2007,112,8.0,92.0,103918, Laura Obiols,"Mathieu Amalric, Emmanuelle Seigner, Marie-Josée Croze, Anne Consigny",5.99,Biography
G.O.R.A.,2004,127,8.0,,57875,mer Faruk Sorak,"Cem Yilmaz, Özge Özberk, Ozan Güven, Safak Sezer",,Adventure
Ratatouille,2007,111,8.0,96.0,650321, Jan Pinkava,"Brad Garrett, Lou Romano, Patton Oswalt, Ian Holm",206.45,Animation
Casino Royale,2006,144,8.0,80.0,587173,Martin Campbell,"Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright",167.45,Action
Kill Bill: Vol. 2,2004,137,8.0,83.0,691878,Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah",66.21,Action
Vozvrashchenie,2003,110,8.0,82.0,43063,Andrey Zvyagintsev,"Vladimir Garin, Ivan Dobronravov, Konstantin Lavronenko, Nataliya Vdovina",0.5,Drama
Bom yeoreum gaeul gyeoul geurigo bom,2003,103,8.0,85.0,78253,duk,"Kim Ki-duk, Yeong-su Oh, Jong-ho Kim, Kim Young-Min",2.38,Drama
Mar adentro,2004,126,8.0,74.0,78180,bar,"Javier Bardem, Belén Rueda, Lola Dueñas, Mabel Rivera",2.09,Biography
Cinderella Man,2005,144,8.0,69.0,177682,Ron Howard,"Russell Crowe, Renée Zellweger, Craig Bierko, Paul Giamatti",61.65,Biography
Mou gaan dou,2002,101,8.0,75.0,118641, Alan Mak,"Andy Lau, Tony Chiu-Wai Leung, Anthony Chau-Sang Wong, Eric Tsang",0.17,Action
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,8.0,63.0,1022984,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",305.41,Action
Big Fish,2003,125,8.0,,418565,Tim Burton,"Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange",66.26,Adventure
The Incredibles,2004,115,8.0,90.0,664006,Brad Bird,"Craig T. Nelson, Samuel L. Jackson, Holly Hunter, Jason Lee",261.44,Animation
Yeopgijeogin geunyeo,2001,137,8.0,,45716,young Kwak,"Tae-Hyun Cha, Jun Ji-Hyun, In-mun Kim, Song Wok-suk",,Comedy
Dogville,2003,178,8.0,,139345,Lars von Trier,"Nicole Kidman, Paul Bettany, Lauren Bacall, Harriet Andersson",1.53,Crime
Vizontele,2001,110,8.0,,34082,mer Faruk Sorak,"Yilmaz Erdogan, Demet Akbag, Altan Erkekli, Cem Yilmaz",,Comedy
Donnie Darko,2001,113,8.0,88.0,747128,Richard Kelly,"Jake Gyllenhaal, Jena Malone, Mary McDonnell, Holmes Osborne",1.48,Drama
Magnolia,1999,188,8.0,77.0,292248,Paul Thomas Anderson,"Tom Cruise, Jason Robards, Julianne Moore, Philip Seymour Hoffman",22.46,Drama
Dancer in the Dark,2000,140,8.0,61.0,103406,Lars von Trier,"Björk, Catherine Deneuve, David Morse, Peter Stormare",4.18,Crime
The Straight Story,1999,112,8.0,86.0,83060,David Lynch,"Richard Farnsworth, Sissy Spacek, Jane Galloway Heitz, Joseph A. Carpenter",6.2,Biography
Pâfekuto burû,1997,81,8.0,,60371,Satoshi Kon,"Junko Iwao, Rica Matsumoto, Shinpachi Tsuji, Masaaki Ôkura",0.78,Animation
Festen,1998,105,8.0,82.0,79476,Thomas Vinterberg,"Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen, Paprika Steen",1.65,Drama
Central do Brasil,1998,110,8.0,80.0,36911,Walter Salles,"Fernanda Montenegro, Vinícius de Oliveira, Marília Pêra, Soia Lira",5.6,Drama
The Iron Giant,1999,86,8.0,85.0,174232,Brad Bird,"Eli Marienthal, Harry Connick Jr., Jennifer Aniston, Vin Diesel",23.16,Animation
Knockin' on Heaven's Door,1997,87,8.0,,28062,Thomas Jahn,"Til Schweiger, Jan Josef Liefers, Thierry van Werveke, Moritz Bleibtreu",0.0,Action
Sling Blade,1996,135,8.0,84.0,87795,Billy Bob Thornton,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter",24.48,Drama
Secrets & Lies,1996,136,8.0,91.0,38351,Mike Leigh,"Timothy Spall, Brenda Blethyn, Phyllis Logan, Claire Rushbrook",13.42,Comedy
Twelve Monkeys,1995,129,8.0,74.0,583844,Terry Gilliam,"Bruce Willis, Madeleine Stowe, Brad Pitt, Joseph Melito",57.14,Mystery
Kôkaku Kidôtai,1995,83,8.0,76.0,131216,Mamoru Oshii,"Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka, Kôichi Yamadera",0.52,Animation
The Nightmare Before Christmas,1993,76,8.0,82.0,302726,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey",75.08,Animation
Groundhog Day,1993,101,8.0,72.0,584636,Harold Ramis,"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky",70.91,Comedy
Bound by Honor,1993,180,8.0,,29130,Taylor Hackford,"Damian Chapa, Jesse Borrego, Benjamin Bratt, Enrique Castillo",4.5,Crime
Scent of a Woman,1992,156,8.0,,268561,Martin Brest,"Al Pacino, Chris O'Donnell, James Rebhorn, Gabrielle Anwar",63.9,Drama
Aladdin,1992,90,8.0,86.0,377614, John Musker,"Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman",217.35,Animation
JFK,1991,189,8.0,72.0,143845,Oliver Stone,"Kevin Costner, Gary Oldman, Jack Lemmon, Walter Matthau",70.41,Drama
Beauty and the Beast,1991,84,8.0,95.0,420322, Kirk Wise,"Paige O'Hara, Robby Benson, Jesse Corti, Rex Everhart",218.97,Animation
Dances with Wolves,1990,181,8.0,72.0,243892,Kevin Costner,"Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant",184.21,Adventure
Do the Right Thing,1989,120,8.0,93.0,91609,Spike Lee,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson",27.55,Comedy
Rain Man,1988,133,8.0,65.0,478272,Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen",178.8,Drama
Akira,1988,124,8.0,,167466,tomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tesshô Genda",0.55,Animation
The Princess Bride,1987,98,8.0,77.0,397181,Rob Reiner,"Cary Elwes, Mandy Patinkin, Robin Wright, Chris Sarandon",30.86,Adventure
Der Himmel über Berlin,1987,128,8.0,79.0,65779,Wim Wenders,"Bruno Ganz, Solveig Dommartin, Otto Sander, Curt Bois",3.33,Drama
Au revoir les enfants,1987,104,8.0,88.0,31618,Louis Malle,"Gaspard Manesse, Raphael Fejtö, Francine Racette, Stanislas Carré de Malberg",4.54,Drama
Tenkû no shiro Rapyuta,1986,125,8.0,78.0,152407,Hayao Miyazaki,"Mayumi Tanaka, Keiko Yokozawa, Kotoe Hatsui, Minori Terada",,Animation
The Terminator,1984,107,8.0,84.0,804968,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield",38.4,Action
Gandhi,1982,191,8.0,79.0,219188,Richard Attenborough,"Ben Kingsley, John Gielgud, Rohini Hattangadi, Roshan Seth",52.77,Biography
Kagemusha,1980,180,8.0,84.0,32633,Akira Kurosawa,"Tatsuya Nakadai, Tsutomu Yamazaki, Ken'ichi Hagiwara, Jinpachi Nezu",,Drama
Being There,1979,130,8.0,83.0,66486,Hal Ashby,"Peter Sellers, Shirley MacLaine, Melvyn Douglas, Jack Warden",30.18,Comedy
Annie Hall,1977,93,8.0,92.0,253668,Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane",39.2,Comedy
Jaws,1975,124,8.0,87.0,547736,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary",260.0,Adventure
Dog Day Afternoon,1975,125,8.0,86.0,238359,Sidney Lumet,"Al Pacino, John Cazale, Penelope Allen, Sully Boyar",50.0,Biography
Young Frankenstein,1974,106,8.0,80.0,144787,Mel Brooks,"Gene Wilder, Madeline Kahn, Marty Feldman, Peter Boyle",86.3,Comedy
Papillon,1973,151,8.0,,122846, Schaffner,"Steve McQueen, Dustin Hoffman, Victor Jory, Don Gordon",53.27,Biography
The Exorcist,1973,122,8.0,81.0,365293,William Friedkin,"Ellen Burstyn, Max von Sydow, Linda Blair, Lee J. Cobb",232.91,Horror
Sleuth,1972,138,8.0,,45108, Mankiewicz,"Laurence Olivier, Michael Caine, Alec Cawthorne, John Matthews",4.08,Mystery
The Last Picture Show,1971,118,8.0,93.0,43222,Peter Bogdanovich,"Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Ben Johnson",29.13,Drama
Fiddler on the Roof,1971,181,8.0,67.0,39980,Norman Jewison,"Topol, Norma Crane, Leonard Frey, Molly Picon",80.5,Drama
Il conformista,1970,113,8.0,100.0,27666,Bernardo Bertolucci,"Jean-Louis Trintignant, Stefania Sandrelli, Gastone Moschin, Enzo Tarascio",0.54,Drama
Butch Cassidy and the Sundance Kid,1969,110,8.0,66.0,203361,George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin",102.31,Biography
Rosemary's Baby,1968,137,8.0,96.0,196861,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer",,Drama
Planet of the Apes,1968,112,8.0,79.0,166556, Schaffner,"Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans",33.4,Adventure
The Graduate,1967,106,8.0,83.0,255921,Mike Nichols,"Dustin Hoffman, Anne Bancroft, Katharine Ross, William Daniels",104.95,Comedy
Who's Afraid of Virginia Woolf?,1966,131,8.0,75.0,69676,Mike Nichols,"Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis",,Drama
The Sound of Music,1965,172,8.0,63.0,209701,Robert Wise,"Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn",163.21,Biography
Doctor Zhivago,1965,197,8.0,69.0,70739,David Lean,"Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger",111.72,Drama
Per un pugno di dollari,1964,99,8.0,65.0,200486,Sergio Leone,"Clint Eastwood, Gian Maria Volontè, Marianne Koch, Wolfgang Lukschy",14.5,Action
8½,1963,138,8.0,91.0,110220,Federico Fellini,"Marcello Mastroianni, Anouk Aimée, Claudia Cardinale, Sandra Milo",0.05,Drama
Vivre sa vie: Film en douze tableaux,1962,80,8.0,,28687,Luc Godard,"Anna Karina, Sady Rebbot, André S. Labarthe, Guylaine Schlumberger",,Drama
The Hustler,1961,134,8.0,90.0,75678,Robert Rossen,"Paul Newman, Jackie Gleason, Piper Laurie, George C. Scott",8.28,Drama
La dolce vita,1960,174,8.0,95.0,67539,Federico Fellini,"Marcello Mastroianni, Anita Ekberg, Anouk Aimée, Yvonne Furneaux",19.52,Comedy
Rio Bravo,1959,141,8.0,93.0,56996,Howard Hawks,"John Wayne, Dean Martin, Ricky Nelson, Angie Dickinson",12.54,Action
Anatomy of a Murder,1959,161,8.0,95.0,60595,Otto Preminger,"James Stewart, Lee Remick, Ben Gazzara, Arthur O'Connell",11.9,Crime
Touch of Evil,1958,95,8.0,99.0,99155,Orson Welles,"Charlton Heston, Orson Welles, Janet Leigh, Joseph Calleia",2.24,Crime
Cat on a Hot Tin Roof,1958,108,8.0,84.0,45765,Richard Brooks,"Elizabeth Taylor, Paul Newman, Burl Ives, Jack Carson",17.57,Drama
Sweet Smell of Success,1957,96,8.0,100.0,28659,Alexander Mackendrick,"Burt Lancaster, Tony Curtis, Susan Harrison, Martin Milner",,Drama
The Killing,1956,84,8.0,91.0,82676,Stanley Kubrick,"Sterling Hayden, Coleen Gray, Vince Edwards, Jay C. Flippen",,Crime
The Night of the Hunter,1955,92,8.0,99.0,82916,Charles Laughton,"Robert Mitchum, Shelley Winters, Lillian Gish, James Gleason",0.65,Crime
La Strada,1954,108,8.0,,58967,Federico Fellini,"Anthony Quinn, Giulietta Masina, Richard Basehart, Aldo Silvani",,Drama
Les diaboliques,1955,117,8.0,,62018,Georges Clouzot,"Simone Signoret, Véra Clouzot, Paul Meurisse, Charles Vanel",,Crime
Stalag 17,1953,120,8.0,84.0,51389,Billy Wilder,"William Holden, Don Taylor, Otto Preminger, Robert Strauss",,Comedy
Roman Holiday,1953,118,8.0,78.0,128722,William Wyler,"Gregory Peck, Audrey Hepburn, Eddie Albert, Hartley Power",,Comedy
A Streetcar Named Desire,1951,122,8.0,97.0,100163,Elia Kazan,"Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden",8.0,Drama
In a Lonely Place,1950,94,8.0,,27393,Nicholas Ray,"Humphrey Bogart, Gloria Grahame, Frank Lovejoy, Carl Benton Reid",,Drama
Kind Hearts and Coronets,1949,106,8.0,,34864,Robert Hamer,"Dennis Price, Alec Guinness, Valerie Hobson, Joan Greenwood",,Comedy
Rope,1948,80,8.0,73.0,131499,Alfred Hitchcock,"James Stewart, John Dall, Farley Granger, Dick Hogan",,Crime
Out of the Past,1947,97,8.0,,33327,Jacques Tourneur,"Robert Mitchum, Jane Greer, Kirk Douglas, Rhonda Fleming",,Crime
Brief Encounter,1945,86,8.0,92.0,36297,David Lean,"Celia Johnson, Trevor Howard, Stanley Holloway, Joyce Carey",,Drama
Laura,1944,88,8.0,,43202,Otto Preminger,"Gene Tierney, Dana Andrews, Clifton Webb, Vincent Price",4.36,Drama
The Best Years of Our Lives,1946,170,8.0,93.0,57879,William Wyler,"Myrna Loy, Dana Andrews, Fredric March, Teresa Wright",23.65,Drama
Arsenic and Old Lace,1942,118,8.0,,65656,Frank Capra,"Cary Grant, Priscilla Lane, Raymond Massey, Jack Carson",,Comedy
The Maltese Falcon,1941,100,8.0,96.0,150148,John Huston,"Humphrey Bogart, Mary Astor, Gladys George, Peter Lorre",2.11,Crime
The Grapes of Wrath,1940,129,8.0,96.0,86190,John Ford,"Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin",0.06,Drama
The Wizard of Oz,1939,102,8.0,92.0,373445, King Vidor,"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr",2.08,Adventure
La règle du jeu,1939,110,8.0,,27030,Jean Renoir,"Marcel Dalio, Nora Gregor, Paulette Dubost, Mila Parély",,Comedy
The Thin Man,1934,91,8.0,86.0,26958, Van Dyke,"William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton",,Comedy
All Quiet on the Western Front,1930,152,8.0,91.0,57754,Lewis Milestone,"Lew Ayres, Louis Wolheim, John Wray, Arnold Lucy",3.27,Drama
Bronenosets Potemkin,1925,75,8.0,97.0,53764, Eisenstein,"Aleksandr Antonov, Vladimir Barskiy, Grigoriy Aleksandrov, Ivan Bobrov",0.05,Drama
Knives Out,2019,130,7.9,82.0,480801,Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis",165.36,Comedy
Manbiki kazoku,2018,121,7.9,93.0,65261,Hirokazu Koreeda,"Lily Franky, Sakura Andô, Kirin Kiki, Mayu Matsuoka",3.31,Crime
Marriage Story,2019,137,7.9,94.0,255673,Noah Baumbach,"Adam Driver, Scarlett Johansson, Julia Greer, Azhy Robertson",2.0,Comedy
Call Me by Your Name,2017,132,7.9,93.0,220382,Luca Guadagnino,"Armie Hammer, Timothée Chalamet, Michael Stuhlbarg, Amira Casar",18.1,Drama
"I, Daniel Blake",2016,100,7.9,78.0,54919, Laura Obiols,"Dave Johns, Hayley Squires, Sharon Percy, Briana Shann",0.26,Drama
Isle of Dogs,2018,101,7.9,82.0,143008,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban",32.02,Animation
Hunt for the Wilderpeople,2016,101,7.9,81.0,114561,Taika Waititi,"Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House",5.2,Adventure
Captain Fantastic,2016,118,7.9,72.0,195480,Matt Ross,"Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso",5.88,Comedy
Sing Street,2016,106,7.9,79.0,86392,John Carney,"Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy, Jack Reynor",3.24,Comedy
Thor: Ragnarok,2017,130,7.9,74.0,606198,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Mark Ruffalo",315.06,Action
Jojo Rabbit,2019,108,7.9,,313433,Taika Waititi,"Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi",0.35,Comedy
Arrival,2016,116,7.9,81.0,606171,Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg",100.55,Drama
Star Wars: Episode VII - The Force Awakens,2015,138,7.9,80.0,868284, Abrams,"Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson",936.66,Action
Before Midnight,2013,109,7.9,94.0,143840,Richard Linklater,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Ariane Labed",8.11,Drama
X-Men: Days of Future Past,2014,132,7.9,75.0,666385,Bryan Singer,"Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy",233.92,Action
Bir Zamanlar Anadolu'da,2011,157,7.9,82.0,42900,Nuri Bilge Ceylan,"Muhammet Uzuner, Yilmaz Erdogan, Taner Birsel, Ahmet Mümtaz Taylan",0.14,Crime
The Artist,2011,100,7.9,89.0,232355,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell",44.67,Comedy
Edge of Tomorrow,2014,113,7.9,71.0,607447,Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson",100.21,Action
Amour,2012,127,7.9,94.0,94203,Michael Haneke,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud",6.74,Drama
Un prophète,2009,155,7.9,90.0,94422,Jacques Audiard,"Tahar Rahim, Niels Arestrup, Adel Bencherif, Reda Kateb",2.08,Crime
Moon,2009,97,7.9,67.0,338179,Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw",5.01,Drama
Låt den rätte komma in,2008,114,7.9,82.0,206896,Tomas Alfredson,"Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl",2.12,Crime
District 9,2009,112,7.9,81.0,642561,Neill Blomkamp,"Sharlto Copley, David James, Jason Cope, Nathalie Boltt",115.65,Action
The Wrestler,2008,109,7.9,80.0,291301,Darren Aronofsky,"Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis",26.24,Drama
Jab We Met,2007,138,7.9,,48221,Imtiaz Ali,"Shahid Kapoor, Kareena Kapoor, Tarun Arora, Dara Singh",0.41,Comedy
Boyhood,2014,165,7.9,100.0,337969,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Ethan Hawke, Elijah Smith",25.38,Drama
"4 luni, 3 saptamâni si 2 zile",2007,113,7.9,97.0,57178,Cristian Mungiu,"Anamaria Marinca, Laura Vasiliu, Vlad Ivanov, Alexandru Potocean",1.19,Drama
Star Trek,2009,127,7.9,82.0,580067, Abrams,"Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy",257.73,Action
In Bruges,2008,107,7.9,67.0,393924,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ciarán Hinds, Elizabeth Berrington",7.76,Comedy
The Man from Earth,2007,87,7.9,,175904,Richard Schenkman,"David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford",,Drama
Letters from Iwo Jima,2006,141,7.9,89.0,155004,Clint Eastwood,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryô Kase",13.76,Action
The Fall,2006,117,7.9,64.0,107938,Tarsem Singh,"Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek",2.28,Adventure
Life of Pi,2012,127,7.9,79.0,586697,Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu",124.99,Adventure
Fantastic Mr. Fox,2009,87,7.9,83.0,204106,Wes Anderson,"George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman",21.0,Animation
C.R.A.Z.Y.,2005,129,7.9,81.0,31607,e,"Michel Côté, Marc-André Grondin, Danielle Proulx, Émile Vallée",,Comedy
Tôkyô goddofâzâzu,2003,90,7.9,73.0,32422,Satoshi Kon,"Tôru Emori, Yoshiaki Umegaki, Aya Okamoto, Shôzô Îzuka",0.13,Animation
Les choristes,2004,97,7.9,,58073,Christophe Barratier,"Gérard Jugnot, François Berléand, Jean-Baptiste Maunier, Kad Merad",3.64,Comedy
Iron Man,2008,126,7.9,79.0,953472,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges",318.41,Action
Shaun of the Dead,2004,99,7.9,76.0,517274,Edgar Wright,"Simon Pegg, Nick Frost, Kate Ashfield, Lucy Davis",13.54,Comedy
Kal Ho Naa Ho,2003,186,7.9,,64043,Nikkhil Advani,"Preity Zinta, Shah Rukh Khan, Saif Ali Khan, Jaya Bachchan",1.79,Comedy
Gegen die Wand,2004,121,7.9,78.0,51754,Fatih Akin,"Birol Ünel, Sibel Kekilli, Güven Kiraç, Zarah Jane McKenzie",,Drama
Mystic River,2003,138,7.9,84.0,423562,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Emmy Rossum",90.14,Crime
Harry Potter and the Prisoner of Azkaban,2004,142,7.9,82.0,560866,n,"Daniel Radcliffe, Emma Watson, Rupert Grint, Richard Griffiths",249.36,Adventure
Ying xiong,2002,120,7.9,85.0,174868,Yimou Zhang,"Jet Li, Tony Chiu-Wai Leung, Maggie Cheung, Ziyi Zhang",53.71,Action
Hable con ella,2002,112,7.9,86.0,105494,var,"Rosario Flores, Javier Cámara, Darío Grandinetti, Leonor Watling",9.28,Drama
No Man's Land,2001,98,7.9,84.0,45077,Danis Tanovic,"Branko Djuric, Rene Bitorajac, Filip Sovagovic, Georges Siatidis",1.06,Comedy
Cowboy Bebop: Tengoku no tobira,2001,115,7.9,61.0,43466, Yoshiyuki Takei,"Beau Billingslea, Melissa Fahn, Nicholas Guest, Kôichi Yamadera",1.0,Animation
The Bourne Identity,2002,119,7.9,68.0,513391,Doug Liman,"Franka Potente, Matt Damon, Chris Cooper, Clive Owen",121.66,Action
Nueve reinas,2000,114,7.9,80.0,50223,n Bielinsky,"Ricardo Darín, Gastón Pauls, Graciela Tenenbaum, María Mercedes Villagra",1.22,Crime
Children of Men,2006,109,7.9,84.0,469117,n,"Julianne Moore, Clive Owen, Chiwetel Ejiofor, Michael Caine",35.55,Adventure
Almost Famous,2000,122,7.9,90.0,255762,Cameron Crowe,"Billy Crudup, Patrick Fugit, Kate Hudson, Frances McDormand",32.53,Adventure
Mulholland Dr.,2001,147,7.9,85.0,326656,David Lynch,"Naomi Watts, Laura Harring, Justin Theroux, Jeanne Bates",7.22,Drama
Toy Story 2,1999,92,7.9,88.0,533361, Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer",245.85,Animation
Boogie Nights,1997,155,7.9,85.0,242501,Paul Thomas Anderson,"Mark Wahlberg, Julianne Moore, Burt Reynolds, Luis Guzmán",26.4,Drama
Mimi wo sumaseba,1995,111,7.9,75.0,53627,,"Yoko Honna, Issey Takahashi, Takashi Tachibana, Shigeru Muroi",,Animation
Once Were Warriors,1994,102,7.9,77.0,31829,Lee Tamahori,"Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell, Julian Arahanga",2.2,Crime
True Romance,1993,119,7.9,,209232,Tony Scott,"Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer",12.28,Crime
Trois couleurs: Bleu,1993,94,7.9,85.0,91690,Krzysztof Kieslowski,"Juliette Binoche, Zbigniew Zamachowski, Julie Delpy, Benoît Régent",1.32,Drama
Jûbê ninpûchô,1993,94,7.9,,34935,Yoshiaki Kawajiri,"Kôichi Yamadera, Emi Shinohara, Takeshi Aono, Osamu Saka",,Animation
Carlito's Way,1993,144,7.9,65.0,203377,Brian De Palma,"Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo",36.95,Crime
Edward Scissorhands,1990,105,7.9,74.0,451530,Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall",56.36,Drama
My Left Foot: The Story of Christy Brown,1989,103,7.9,97.0,69116,Jim Sheridan,"Daniel Day-Lewis, Brenda Fricker, Alison Whelan, Kirsten Sheridan",14.74,Biography
Crimes and Misdemeanors,1989,104,7.9,77.0,55245,Woody Allen,"Martin Landau, Woody Allen, Bill Bernstein, Claire Bloom",18.25,Comedy
The Untouchables,1987,119,7.9,79.0,285761,Brian De Palma,"Kevin Costner, Sean Connery, Robert De Niro, Charles Martin Smith",76.27,Crime
Hannah and Her Sisters,1986,107,7.9,90.0,67910,Woody Allen,"Mia Farrow, Dianne Wiest, Michael Caine, Barbara Hershey",40.08,Comedy
Brazil,1985,132,7.9,84.0,189179,Terry Gilliam,"Jonathan Pryce, Kim Greist, Robert De Niro, Katherine Helmond",9.93,Drama
This Is Spinal Tap,1984,82,7.9,92.0,130251,Rob Reiner,"Rob Reiner, Michael McKean, Christopher Guest, Kimberly Stringer",0.19,Comedy
A Christmas Story,1983,93,7.9,77.0,133597,Bob Clark,"Peter Billingsley, Melinda Dillon, Darren McGavin, Scott Schwartz",20.61,Comedy
The Blues Brothers,1980,133,7.9,,185256,John Landis,"John Belushi, Dan Aykroyd, Cab Calloway, John Candy",57.23,Action
Manhattan,1979,96,7.9,83.0,132577,Woody Allen,"Woody Allen, Diane Keaton, Mariel Hemingway, Michael Murphy",45.7,Comedy
All That Jazz,1979,123,7.9,72.0,28611,Bob Fosse,"Roy Scheider, Jessica Lange, Ann Reinking, Leland Palmer",37.82,Drama
Dawn of the Dead,1978,127,7.9,71.0,112440, Romero,"David Emge, Ken Foree, Scott H. Reiniger, Gaylen Ross",5.1,Horror
All the President's Men,1976,138,7.9,84.0,104713, Pakula,"Dustin Hoffman, Robert Redford, Jack Warden, Martin Balsam",70.6,Biography
La montaña sagrada,1973,114,7.9,76.0,38092,Alejandro Jodorowsky,"Alejandro Jodorowsky, Horacio Salinas, Zamira Saunders, Juan Ferrara",0.06,Adventure
